Environment_State,Opponent_Strategy,NPC_Action_Type,Sensory_Input_Level,Decision_Time,Policy_Confidence,Reward_Score,Human_Likeness_Score,Behavioral_Diversity
Chaotic,Aggressive,Attack,0.7891608465887314,1.2944077472107385,0.3072389618477205,0,0.8779783824996591,0.7151367768111756
Calm,Aggressive,Explore,0.573349345635218,2.2854244291626835,0.37002452414281595,25,0.26918973947330527,0.31495206191875946
Chaotic,Aggressive,Defend,0.6588250701400705,0.690634699540786,0.5504717771029405,37,0.9822560609366149,0.3063987983619578
Calm,Balanced,Hide,0.25230724983940656,1.049901279022384,0.790014841559882,37,0.3829030140372458,0.15229024706765526
Combat,Balanced,Defend,0.2202253013773151,1.6853872397879375,0.31798255134033493,60,0.17788405873449964,0.2639755197098299
Stealth,Defensive,Hide,0.4883746289829387,1.76868722312983,0.5797311661341921,43,0.3517201113456523,0.4275075575926496
Combat,Defensive,Defend,0.7375657490928268,0.16421027887062545,0.34562499357640153,85,0.44018032869719315,0.7328383372724155
Calm,Defensive,Communicate,0.5252397575201602,2.8408311473924255,0.8157694046351072,43,0.06930777303829483,0.33630809441374976
Calm,Random,Communicate,0.032645677545668605,2.120219086530431,0.46672809376795044,73,0.5782183812232895,0.3286043394798427
Combat,Aggressive,Communicate,0.8685515063202888,1.5375408756724842,0.07672282685288523,61,0.5976324398689004,0.2849132525524358
Calm,Aggressive,Attack,0.06468689351513157,2.806068979784094,0.16605252148153637,5,0.7389304553494722,0.478283667511043
Combat,Defensive,Hide,0.9558244837207522,1.3733771392274026,0.06110466761963229,16,0.029169892290743293,0.18063669794131532
Stealth,Aggressive,Communicate,0.025141958277272725,2.9432631537840783,0.49930294601432523,50,0.5412382144338301,0.48563073403212553
Combat,Defensive,Attack,0.6944504561307088,1.5856257960061069,0.10633729734822717,37,0.052907433270664384,0.7041755561946899
Stealth,Random,Hide,0.08220706371178166,0.4314287329941404,0.1141399693096321,23,0.7011442199666534,0.029790504032622178
Combat,Random,Defend,0.9106765794351396,2.317922820131904,0.941048260038377,50,0.05572798570098447,0.009779380305761864
Calm,Balanced,Attack,0.4644332362255428,2.0688034027257376,0.8726550721760554,9,0.9117278483416327,0.07512291015450923
Combat,Random,Explore,0.1375237748170154,2.3416614917862018,0.452086596811366,71,0.7020825668844966,0.5356600617281121
Calm,Defensive,Attack,0.3408156997898466,2.8591818833044753,0.9858053208502058,20,0.5073897650851571,0.8544550831854034
Combat,Random,Attack,0.16482467534676204,2.3518189776879526,0.0001865281706631139,69,0.44150392328117494,0.004884466020251943
Combat,Balanced,Hide,0.17058191155709002,1.872876146428276,0.6139794562733938,84,0.13067263041326238,0.936661304584681
Chaotic,Aggressive,Defend,0.9481083201714422,2.5861958168464385,0.6164281773718701,56,0.2909993895646631,0.1062785115705358
Calm,Defensive,Explore,0.44524611228478816,2.0524146741281415,0.4574430558698882,38,0.8689591050208962,0.8419835280582263
Chaotic,Aggressive,Communicate,0.7888022639053596,1.283545264795177,0.39694797293429285,87,0.9044528115624939,0.48285476498294677
Calm,Balanced,Communicate,0.6396055611776819,2.6682973163011425,0.4553831354806076,32,0.0007477083705310639,0.659357387278844
Chaotic,Balanced,Attack,0.6764263623383923,0.7435113362746812,0.4149604360796805,58,0.5941363914775513,0.5106829844471824
Stealth,Balanced,Hide,0.13169343847203852,2.1724596972353,0.7304924774822994,17,0.7193006090251136,0.47704822517935463
Combat,Aggressive,Hide,0.23418444681548567,2.656534019328195,0.13535543497328406,55,0.6187469824576063,0.8348994283643915
Calm,Aggressive,Communicate,0.7867503351544369,2.2208179071395593,0.19763922059113015,91,0.08167976486635398,0.7558863795678163
Calm,Aggressive,Explore,0.970766206474783,2.122098715256185,0.1805182283924236,56,0.21772489879890222,0.4834022365230042
Combat,Aggressive,Defend,0.2626756425986517,2.2826510528083244,0.26247058512126453,95,0.25034026738138604,0.1116359293960616
Calm,Balanced,Explore,0.27156876475103986,1.4486602200718688,0.5252584187815833,75,0.8317246313050897,0.11540295931440814
Calm,Balanced,Defend,0.47289713281090484,2.6350949782553754,0.11120874733821873,47,0.46319943630892046,0.8015394607190754
Chaotic,Defensive,Communicate,0.9838403128554378,0.6899657778946644,0.8681692953265041,41,0.4868282119412368,0.5293906213475335
Calm,Defensive,Defend,0.26895894582647106,0.46942060640098393,0.2973615313084723,26,0.9348930465545086,0.4815891402193626
Stealth,Aggressive,Hide,0.4069719096342639,0.9279754623436834,0.16253798746870785,73,0.6370858888547155,0.6805668413607151
Stealth,Random,Attack,0.8914800156235068,1.6415744506474803,0.6756213095982433,51,0.8986677015526638,0.8588415834142603
Combat,Random,Attack,0.0029210326213620075,1.5806292066870806,0.03808630059931928,41,0.45650885534153296,0.6288731444133052
Calm,Balanced,Communicate,0.03976596498856955,2.4797363972621014,0.6199685648741642,31,0.14943625851829423,0.762847902346479
Combat,Balanced,Hide,0.6040716770712192,1.2732491035716504,0.6981984306764998,25,0.9299355940740857,0.765270524116957
Stealth,Balanced,Explore,0.907380164712847,1.504598836245375,0.21491653138671918,24,0.45870511566753824,0.35626144879295907
Calm,Defensive,Hide,0.23885666040192766,0.13876628145224734,0.04196407344363429,74,0.18163142187882186,0.2740831956409957
Calm,Defensive,Attack,0.469641774680709,1.2882437856845235,0.3636453589194496,22,0.30239574030392224,0.8011640671751586
Combat,Balanced,Attack,0.4504653016578183,1.978545275555992,0.09859423024193648,97,0.050802589688942246,0.3771787917842435
Stealth,Balanced,Hide,0.47297134609551017,0.14497415881711734,0.11647784967333707,56,0.46830059145638514,0.9033360065227052
Calm,Balanced,Hide,0.6225196957297452,0.9145576990401069,0.25426123144486457,51,0.8531281719102366,0.06969069673011963
Combat,Random,Attack,0.46974376299068377,0.7030734419392308,0.2954679246267593,86,0.9335804560066894,0.05821751207533965
Stealth,Defensive,Explore,0.4474681413224578,0.2217577438378059,0.5299703410214206,92,0.9326022075036438,0.9270041601014083
Combat,Random,Communicate,0.4742884204312605,1.4898542607521588,0.6783918855030131,30,0.12523002562874674,0.6484549141814349
Chaotic,Random,Communicate,0.5908674412710415,0.6269975503616538,0.5927709408701848,63,0.382053882511057,0.3795993564483323
Calm,Balanced,Hide,0.5370074883513584,2.2549364649310024,0.1483603372895168,70,0.02822875965070637,0.7550604148161828
Chaotic,Balanced,Communicate,0.8541359976505043,2.558990862913711,0.17208603245262644,32,0.8551653449714728,0.6723268099936413
Stealth,Aggressive,Attack,0.049496853493666615,1.6821970297405286,0.8787692497929145,84,0.3587557620212738,0.5312010468195962
Chaotic,Aggressive,Attack,0.8333170714730125,2.9469512933113107,0.5583523150641136,1,0.6311170278922348,0.09887334266265135
Chaotic,Random,Hide,0.843924612611724,1.4063878572647266,0.869937832897689,17,0.7148984380772886,0.8121795872927515
Stealth,Defensive,Hide,0.28490802153096084,1.588767809652255,0.3715465113198744,46,0.4298446697431554,0.8660231906806247
Combat,Balanced,Hide,0.46285195501585064,2.968731486477475,0.6144000074313238,32,0.306442336550243,0.1721686885526491
Chaotic,Balanced,Explore,0.4385384885374355,0.7714904642986415,0.5236634160546108,97,0.9622129101159447,0.8505116519770667
Combat,Random,Communicate,0.2185098343541303,2.833383225063025,0.31912348982046257,83,0.9644882250238542,0.8778473110165642
Chaotic,Aggressive,Hide,0.39679684708631646,0.22422890984542843,0.46991537203359535,34,0.28943636803002193,0.549428612288516
Combat,Defensive,Defend,0.044387772170854434,1.3945219817632648,0.502490876826932,50,0.4796250967444581,0.656179036222687
Stealth,Aggressive,Defend,0.27782207278173443,0.30301018518589073,0.2007709747566786,17,0.9728441586600224,0.3822373200144914
Chaotic,Aggressive,Attack,0.8166821754507181,2.214780754449565,0.3150103723767316,87,0.004868407655503226,0.281791647509266
Stealth,Aggressive,Communicate,0.28456230176289754,1.8643859140520516,0.7914097505069756,71,0.41267824837914924,0.7219831469516448
Chaotic,Aggressive,Hide,0.8182066687482475,2.1492393640560294,0.9157882394541271,29,0.10045754968096843,0.8618751490158082
Stealth,Balanced,Defend,0.5315994646044309,1.1859931599072493,0.35979409354529945,43,0.5091579655626026,0.6540775529557475
Stealth,Balanced,Communicate,0.87986267736116,1.171497608691003,0.3069722822090182,52,0.02466995454048715,0.5115906106465492
Chaotic,Aggressive,Attack,0.5747795542644152,0.23142590898659435,0.19519716457188252,9,0.40689843139062787,0.15892476684417156
Chaotic,Defensive,Explore,0.029668223064739818,1.1148403246359555,0.6784911686505812,86,0.22069907478533513,0.05345871260481816
Chaotic,Random,Communicate,0.6754202075470892,2.7949363665599725,0.3230997016663373,51,0.5333083624587408,0.44569179024674643
Calm,Defensive,Communicate,0.04485356802356866,1.199756957823302,0.9877495390991885,48,0.9959936491006997,0.04934956369742127
Combat,Defensive,Explore,0.450597018983134,2.5109663480437128,0.3256848020639532,10,0.8005361051267477,0.5693346319072251
Calm,Defensive,Communicate,0.929426694473114,2.5427439637748086,0.39413604678262815,65,0.8456420916244214,0.3827291913177713
Calm,Aggressive,Attack,0.16520393933785016,1.182399353499778,0.6033341962120348,57,0.6352649873590809,0.7571891196819694
Stealth,Balanced,Attack,0.3898723529415441,1.9327671731489482,0.801684293191305,89,0.04155984827225856,0.30564849683618345
Chaotic,Defensive,Explore,0.7298603088484784,0.37657764659187,0.4695186653456337,35,0.20679767604414412,0.5929827009674321
Combat,Aggressive,Hide,0.8822585560948476,0.4006678841294018,0.42265603378895833,32,0.925064556447055,0.5376835217551005
Stealth,Defensive,Defend,0.6709430047425079,0.2411072246189686,0.9956378335948083,46,0.36611311792875123,0.004712425522241159
Calm,Defensive,Hide,0.2581732541911692,1.7849437707878175,0.010493641139944443,12,0.10363672648079558,0.07238939826431035
Chaotic,Aggressive,Communicate,0.6746078529162162,1.3356058351156814,0.8950652888512458,39,0.702405365866202,0.2903682124860205
Stealth,Balanced,Defend,0.29672764110409,1.6892938343262964,0.14914082593973743,88,0.2994577239342546,0.8822350810207651
Chaotic,Balanced,Explore,0.7184292298187352,1.6111122524743249,0.7859252762089134,67,0.2688569129041717,0.14701495489977856
Stealth,Random,Explore,0.9540331275850406,1.1155886741631178,0.617931559846298,41,0.9979774555582603,0.7108943304605416
Chaotic,Aggressive,Defend,0.7213934511062883,2.0646729029880713,0.34184728549809207,18,0.8581389250266543,0.9733665661522873
Calm,Random,Attack,0.8628805029124124,2.299655454657533,0.8738749555210183,81,0.40793781836784104,0.7905675526911552
Combat,Random,Defend,0.002103843175883413,0.14242195074525957,0.012907227980991975,93,0.9802612078164991,0.24294536168704395
Calm,Random,Communicate,0.7175721247315944,0.7010026693297471,0.22669065207492367,18,0.6501132234192136,0.9083652604130816
Combat,Balanced,Attack,0.8295875568652503,2.1683840174416766,0.566892796249536,57,0.7420224518797602,0.09310715650839008
Chaotic,Aggressive,Explore,0.04055873754468142,1.2211985006381192,0.351542260049698,22,0.03151304308221159,0.46814194187073577
Stealth,Random,Defend,0.8715977272882306,2.021203446130664,0.6103774953183276,53,0.1216052593480571,0.8875419077264137
Calm,Aggressive,Hide,0.25669422831004585,1.1061917132302195,0.024110193408666825,79,0.6330851264962384,0.6412657092568698
Combat,Aggressive,Hide,0.6652921019780552,1.2331899417559475,0.11645893048171252,64,0.8990239826494839,0.41364456472769884
Calm,Balanced,Communicate,0.8003548790234066,0.5601687337000862,0.12709624021843924,11,0.6237437260875957,0.2928128667371688
Combat,Random,Hide,0.6626645130593555,0.848869957031864,0.18928364591600944,23,0.13402489431899178,0.37509940531834995
Calm,Random,Defend,0.09228479207325724,1.855694096772003,0.4593314408005428,33,0.11576004624632463,0.5089417810092862
Combat,Aggressive,Defend,0.5963215188603683,1.3561730228139826,0.7521286995435712,52,0.8441858958240817,0.3190439298728074
Combat,Defensive,Hide,0.5495836567221436,2.345477780539326,0.9055388379289011,7,0.1393023387079143,0.9689678620822997
Chaotic,Balanced,Defend,0.9003212680742715,2.572496369321194,0.8353725302842461,17,0.5202319605040254,0.9330776530661451
Combat,Balanced,Communicate,0.4042397296442092,1.6707746128286036,0.19688787177568357,56,0.03711331996230227,0.8706714682143207
Chaotic,Balanced,Attack,0.3210810970870501,2.2989751469625714,0.4411505522306324,4,0.08066976739117737,0.4218298355226534
Combat,Balanced,Communicate,0.7498507644364663,0.990023088264253,0.199411597758535,25,0.6723482676428648,0.6913017693352289
Stealth,Random,Communicate,0.41267532608339663,1.3034165246602267,0.2644718166671908,29,0.6891814104275167,0.9028293070359646
Stealth,Random,Defend,0.646096175005063,2.1670552610288096,0.5035469815118861,53,0.3414694066084424,0.850429487678928
Stealth,Defensive,Attack,0.646450090124607,1.220014779169389,0.06810902472352254,12,0.21560976524304476,0.41432701402020766
Combat,Balanced,Defend,0.8880390643601178,1.8066643119610677,0.2181743295932732,82,0.813710270757308,0.1123860493222607
Chaotic,Balanced,Explore,0.5986924023190974,0.6375810593392832,0.9353781613071173,28,0.21710322946989036,0.07563036383454946
Chaotic,Aggressive,Defend,0.5021536099619869,1.839336813414444,0.466116292658489,2,0.5420270696663797,0.5770640452257026
Combat,Random,Defend,0.138871326396517,2.5983897509579914,0.4453865259778722,89,0.9682088408629055,0.6426279352109316
Stealth,Balanced,Defend,0.11573760667870536,2.6190549554879343,0.014567154751278899,57,0.14785243786238378,0.8498426045970241
Stealth,Defensive,Attack,0.1543215652830794,2.200598778355665,0.24739974705834578,75,0.9408762674947089,0.29251502034103105
Chaotic,Defensive,Defend,0.17184848132709452,2.2626847993207657,0.8662924359821813,1,0.18289305306866865,0.16747049055004248
Stealth,Random,Attack,0.6378770926636339,1.717989590937032,0.16462842825866875,74,0.5674432080232296,0.37900583317819947
Calm,Defensive,Hide,0.7409812502745785,1.7955374614808919,0.41512493953472107,27,0.3770077119587446,0.35357512363227506
Chaotic,Defensive,Explore,0.5299915229264187,0.48758668609050215,0.014330905867001253,81,0.9649286015018259,0.13246895401785475
Stealth,Random,Attack,0.829017732545491,1.3871916464217733,0.47833548167055584,76,0.2735420290019369,0.6722826525131521
Chaotic,Balanced,Hide,0.9912632267336332,1.407251223270455,0.021021106726217154,85,0.39965800208575364,0.508691940729376
Calm,Balanced,Attack,0.820012629119356,2.8796437234364465,0.8196095530657999,75,0.9828601178554205,0.7211227561147663
Chaotic,Defensive,Attack,0.6948823736759592,1.3501519016075394,0.8248537674871036,1,0.5364703911884732,0.3526911201697347
Chaotic,Defensive,Explore,0.5324926994371466,1.6930936702179973,0.7877421883023699,6,0.5026301156212535,0.3257022115777023
Chaotic,Balanced,Communicate,0.4488530716747082,1.6464290579093972,0.2833640688911182,25,0.2577784882039913,0.47257585304385563
Chaotic,Random,Communicate,0.08439238054454234,1.9466089794285488,0.8372372182218181,89,0.7013635603104414,0.877407345395147
Calm,Defensive,Attack,0.39936874839469094,2.269875210862498,0.5429981326052693,87,0.014372951777777643,0.04028130673398034
Combat,Aggressive,Defend,0.9101346367821342,0.7526214408955291,0.37380810886700244,75,0.04951262970229353,0.804832817296472
Chaotic,Random,Hide,0.8080226299065529,1.6333008153854636,0.625329959704233,15,0.5993585871358027,0.3689876126577565
Chaotic,Defensive,Defend,0.2160513650116872,2.4951613512164883,0.012341046060374006,22,0.3416745738184541,0.8546190257884777
Stealth,Defensive,Defend,0.46660778469721587,1.4430326701287832,0.14296087760075216,39,0.9533163722009605,0.8022030088358565
Chaotic,Aggressive,Attack,0.8167232025585446,0.9075268844833617,0.7422935381702628,59,0.9031906907227857,0.3487612473960884
Stealth,Aggressive,Attack,0.06738455478552252,1.9986563185332673,0.244161608716153,72,0.7137062586767072,0.693876535321616
Combat,Balanced,Attack,0.3873925856686593,2.4889254478174565,0.5980091173287496,31,0.8181455811278013,0.15963275677344013
Calm,Random,Attack,0.8518412368739476,0.2831068494894348,0.38510260282302966,14,0.6673318496676933,0.896281552163788
Calm,Random,Communicate,0.40389786417012374,2.3526924018809585,0.8548057787992615,12,0.12558210271016068,0.4044910644519094
Combat,Balanced,Attack,0.07761464473144086,2.4827790055891366,0.9524153059966436,4,0.7655433696892027,0.4556256153552002
Calm,Random,Communicate,0.5425343685322515,1.4384164900069598,0.8835647283701904,74,0.21019196871884638,0.7057590510369849
Combat,Random,Communicate,0.8617424949182954,2.9515864047735554,0.27061999469359665,73,0.32344285510019677,0.820840236704851
Combat,Random,Attack,0.5902855429531597,2.3814541880511966,0.19416286904608226,51,0.8192342121024202,0.2363427433282096
Combat,Random,Explore,0.2262791082142318,2.3436214381974305,0.474434893620735,76,0.5365256083934482,0.6613501398769954
Calm,Random,Hide,0.38423962013738133,2.2687318657950084,0.007334150836180275,40,0.8599407141834092,0.3919980438891485
Stealth,Aggressive,Defend,0.4501233611819322,0.5367634993329946,0.025809392863181735,52,0.21303531984326418,0.3687029240039613
Combat,Random,Communicate,0.5792663538205268,0.7299695707137313,0.5532906396230001,49,0.6077784386068872,0.6900258239406547
Chaotic,Aggressive,Hide,0.759351025752613,1.4455713812468327,0.520449404165286,14,0.08379097254826162,0.38718327415593434
Calm,Random,Explore,0.0988736176406354,0.865612614882451,0.99458198903526,6,0.6430609935400297,0.34610850016440764
Combat,Balanced,Defend,0.8896520330175663,1.3041988197687173,0.2018418353637581,39,0.7625340377755347,0.8358884081262424
Combat,Defensive,Defend,0.01230970301607559,2.67654591877647,0.2581039291604684,27,0.5849308939787217,0.10127612383100637
Chaotic,Aggressive,Communicate,0.37005233467425525,2.4905479864498807,0.11354064232628669,31,0.26623150149881025,0.6758926228302107
Stealth,Random,Attack,0.027420309972657653,1.9271156475919484,0.9175430096537447,98,0.03134266885886672,0.24872539379062464
Stealth,Balanced,Explore,0.39297422534529125,2.5885491433282004,0.7778112444584507,14,0.11944888396428577,0.015498241826190307
Stealth,Defensive,Communicate,0.5258125988733238,2.3729399281500227,0.8223391114568475,99,0.6223029790740262,0.16676426887269202
Combat,Aggressive,Explore,0.5116813865815117,1.3440563023385825,0.9027637879645087,84,0.9344202168425138,0.6066615297758677
Combat,Defensive,Attack,0.16562834702826534,0.6830889409448409,0.5248999867258383,69,0.2065344039720064,0.7091271914859374
Combat,Balanced,Attack,0.6457405100956123,1.5911830160270837,0.4511931914507237,64,0.7350261491050988,0.021057783556320042
Calm,Aggressive,Communicate,0.04477845050466822,2.2350637593327956,0.3303914736656165,3,0.8664510632490415,0.03642544330172015
Chaotic,Defensive,Attack,0.7619068201324154,1.3656168363158199,0.5892146143478555,10,0.5208821784475111,0.9025421148429531
Combat,Random,Hide,0.9466444339935463,2.0336385383733018,0.4542783967898225,25,0.6692657958436578,0.07330581811371983
Chaotic,Aggressive,Defend,0.3397688271511179,0.37354953624402654,0.4515655866055751,60,0.8150153166761481,0.8941821586165712
Chaotic,Defensive,Communicate,0.5172393817143319,2.26921373547707,0.9369278637311389,36,0.2606751577405936,0.22816591375090578
Stealth,Balanced,Explore,0.3789102780588144,2.4568694976898797,0.9840315142791302,22,0.296895674268043,0.7400178001582128
Calm,Balanced,Hide,0.006710390304059954,2.1498297817635694,0.7964843893295808,92,0.0006275166284561706,0.30973324894601206
Combat,Aggressive,Communicate,0.38587450289511593,2.90506440382646,0.7567580902469283,84,0.9630941308978025,0.8587520256091838
Stealth,Defensive,Attack,0.7917202592613465,2.497290966635857,0.6805581617791014,90,0.9175448945963448,0.7004548654243579
Stealth,Aggressive,Attack,0.5959888421834818,2.718971810841961,0.1660748523335137,39,0.7645682637594303,0.40181345860169515
Combat,Aggressive,Attack,0.10125991461515893,2.8073561420271793,0.059105820875654524,76,0.07907602097664812,0.07630245417407955
Chaotic,Defensive,Attack,0.847139489693785,2.423909176434045,0.6907263151132631,22,0.44750288969950813,0.732700183870807
Stealth,Defensive,Explore,0.5310853448852428,2.055350641818847,0.728786222256576,15,0.10189175397155281,0.6168847559651816
Chaotic,Random,Hide,0.8417233617446761,0.11658388594628893,0.046972991098139794,93,0.015920267262798604,0.0029117178337887406
Calm,Defensive,Defend,0.5802215187850294,1.4508946843470616,0.9280517502288481,60,0.6161829652125973,0.009419855972445323
Chaotic,Balanced,Explore,0.5596884448379399,1.756370666004847,0.09114063944467754,67,0.9608294170801884,0.8087929731926939
Calm,Aggressive,Explore,0.10525918519701238,0.9816877900991988,0.2859005337712024,79,0.9028680234321501,0.25939973880185385
Chaotic,Aggressive,Defend,0.16735973313862795,1.022502896020069,0.6723898127987045,30,0.6967548149354044,0.6361336677280657
Stealth,Balanced,Defend,0.9720252564965911,2.887362305559479,0.16987259440447633,52,0.09664058416487142,0.45421441976524746
Stealth,Defensive,Attack,0.22848674675477076,2.685961509087963,0.05541588844224443,24,0.27416403767230013,0.8634300145217673
Calm,Balanced,Explore,0.9774521179903679,2.5626191159549423,0.3311464891641498,43,0.32005672688529097,0.9169611131024886
Combat,Balanced,Communicate,0.5319127065242634,1.2774342249477209,0.7659715748551791,11,0.7631500577455612,0.996807712678854
Calm,Random,Defend,0.13578904706393713,0.13972579618585218,0.41367867898526034,89,0.8022491792351141,0.15368413580724682
Calm,Balanced,Defend,0.09930220275369295,0.3326445147215708,0.6529729219079393,96,0.3851061229899204,0.8629640464754754
Chaotic,Aggressive,Hide,0.20886407070573998,1.0053694678310505,0.5796190972281366,91,0.41788399661760967,0.2660213767288018
Chaotic,Balanced,Communicate,0.9256373300253358,0.14565444768746325,0.02221848202558041,8,0.044509039276171336,0.5908158748955077
Calm,Aggressive,Communicate,0.4141502243282268,0.14973436755407454,0.9885399870457067,11,0.289136718418761,0.5057728338692109
Stealth,Aggressive,Defend,0.39543426799291437,2.758149574762992,0.041428088819387754,68,0.45128517717763994,0.017988131572387656
Chaotic,Aggressive,Attack,0.313206261070174,2.1478596561452568,0.967802737648485,53,0.11698304638525758,0.9327712799060948
Combat,Defensive,Hide,0.14706185056658838,0.9959723711976427,0.5498641783643982,53,0.45326746075502133,0.07832705514921845
Chaotic,Random,Communicate,0.48785119719240644,0.48466927504276414,0.9631590270650665,27,0.8531758122578004,0.6882189194077358
Chaotic,Aggressive,Defend,0.1300477825111387,1.5837435818957237,0.11475359941383545,55,0.5813210197250533,0.7850068362082621
Combat,Aggressive,Communicate,0.8354802363823276,0.11550386647765692,0.4904085191855132,98,0.07892985503841232,0.7952878490476842
Calm,Defensive,Hide,0.3703969862753065,2.821399857188618,0.16950409186605864,68,0.19167131883027433,0.1354945189288448
Combat,Aggressive,Hide,0.37480356778179635,1.302963846227947,0.05097487702244241,97,0.4745443501585562,0.4475699505079721
Calm,Balanced,Explore,0.4740064284831559,1.266771370188265,0.6175291150623116,97,0.36148714982181207,0.8294288704339798
Calm,Balanced,Defend,0.4441277131657516,1.2327214619871685,0.20778342096169145,76,0.35872701954609876,0.30267921037875467
Calm,Random,Hide,0.9948579730593216,0.3010521581245178,0.587697018287546,57,0.5292674481435902,0.4677486753746636
Combat,Aggressive,Explore,0.5453811212183025,1.951134495396297,0.11236448194898563,77,0.5843959215894574,0.2727938926998458
Calm,Defensive,Explore,0.08820170378987069,2.225710496922225,0.33198647143270277,74,0.7968615702761911,0.46355141788532417
Stealth,Balanced,Communicate,0.60687734157693,2.060763653006042,0.7816325580532472,41,0.34096656346248466,0.8878379225928801
Combat,Defensive,Communicate,0.15158429286987996,0.5014629306552435,0.43705152184218765,37,0.8054662830405868,0.45512423103276944
Stealth,Defensive,Explore,0.030937644731341973,1.7786364873032185,0.6277454148973364,67,0.33861122911263253,0.5559120170743204
Calm,Balanced,Communicate,0.9707421536772481,1.7515050040995361,0.647457940745546,52,0.05543298894123383,0.40397628330308355
Chaotic,Defensive,Hide,0.7735388915345639,2.618391285030008,0.8437550439872936,32,0.5541876510047912,0.4601171832033255
Calm,Balanced,Attack,0.9801089924137669,1.1994702092893763,0.3249227944066413,70,0.5879023248948145,0.0151741990464217
Stealth,Defensive,Hide,0.47787844802224244,1.1773092366123592,0.6872955625825176,55,0.9345402456218601,0.283745509960456
Stealth,Balanced,Explore,0.5322575311489761,1.8937284702827382,0.9616158070461657,71,0.7260613260624744,0.4365817217418244
Combat,Aggressive,Explore,0.16833695591913023,1.9359106951485878,0.730243334357868,50,0.9177726524944395,0.6337969759927289
Chaotic,Random,Hide,0.24690742666758558,1.460927159244792,0.48987047671774453,73,0.9083472102430096,0.45005193055389214
Combat,Balanced,Communicate,0.8385492149028282,1.3848721507582211,0.6307174444919292,42,0.6045741102582421,0.33781704332156404
Stealth,Balanced,Communicate,0.35618564711759415,1.5330282448498598,0.7396828977631081,14,0.5277620653364475,0.3880987353441572
Calm,Random,Explore,0.826814973796419,2.5970313685596045,0.6122757656938724,37,0.5574409671635999,0.24229332920046653
Chaotic,Balanced,Defend,0.7090137242870318,1.4373840136363392,0.016675813489839153,14,0.9783308076772478,0.9244942827740529
Calm,Balanced,Communicate,0.1771709252718655,2.8258021967124853,0.19477349768722585,4,0.7731676917469589,0.5217432257909146
Calm,Defensive,Hide,0.5074463661197421,1.5616109144293455,0.810468217215466,92,0.10626590479239584,0.013409453872123112
Chaotic,Random,Communicate,0.6773873215187168,2.852682010224585,0.2726506473124847,82,0.7784284067813999,0.019446258419546614
Combat,Aggressive,Hide,0.2350372148038251,2.5152125154203198,0.7315621195611339,53,0.17053804889822588,0.9729616349520416
Calm,Balanced,Explore,0.8306885105200769,1.1510508355859044,0.3721202152416987,50,0.44735054900562565,0.22145089137324503
Stealth,Random,Communicate,0.5448276575451868,2.6045601217601866,0.5218843281579432,9,0.21045967217653427,0.8056082888143147
Calm,Defensive,Hide,0.1652420504426032,0.4191835241832341,0.0679732998194037,11,0.6895830655332298,0.05827530156057448
Chaotic,Aggressive,Explore,0.5829844261646024,2.782636808494742,0.18122556104970955,3,0.8773097361930356,0.9211627366945491
Chaotic,Random,Defend,0.999713804155914,1.9317661937403858,0.9571969635192346,94,0.29036188536668095,0.8744170036666784
Chaotic,Aggressive,Hide,0.15052149166341355,0.2577331707147024,0.890138053446914,17,0.08201074120818763,0.5710931624345147
Combat,Aggressive,Defend,0.8167569301195281,1.9683444985873535,0.6522751108990502,79,0.29849309807496327,0.008998657283255773
Calm,Aggressive,Defend,0.20730900318755796,2.925318197019793,0.4596445973857374,35,0.6723618579321944,0.2578108740233376
Combat,Balanced,Attack,0.7823883294600873,0.30242189838242384,0.6757612928952238,24,0.32876012755444994,0.40682264739846496
Combat,Balanced,Communicate,0.7345779231214132,1.7085943583622503,0.618610289093939,86,0.2781121675538034,0.46006411674756176
Chaotic,Defensive,Hide,0.30048938560043237,2.26860361430218,0.5685522556046121,75,0.18443519058426494,0.297678758562372
Chaotic,Defensive,Defend,0.3258231175644498,2.449749901428641,0.05917707186354182,97,0.49751642687443354,0.032947868245529977
Combat,Random,Attack,0.7925213919629192,1.300099649430308,0.6328026106615069,35,0.2759488281571876,0.5901274059265421
Calm,Defensive,Explore,0.46144551188731264,0.6920830215879047,0.7689200445711684,66,0.7310103491394832,0.5241546676947559
Stealth,Aggressive,Hide,0.7308180287118088,0.2227926084399131,0.9940816546455755,8,0.07662240199220272,0.2830006354290777
Combat,Aggressive,Defend,0.14798414736583476,1.7812058555819519,0.011078552594309676,60,0.6640330331113176,0.03797596756960653
Calm,Balanced,Communicate,0.8525577819015535,1.4134421037760714,0.7301734533106766,52,0.23756001456776987,0.9945941872219402
Chaotic,Aggressive,Attack,0.7108847166823191,2.851358745934162,0.5717893159359805,17,0.48927926105160313,0.4819861868264059
Chaotic,Random,Defend,0.9069428088348339,0.2757542323732384,0.4340521760809567,42,0.2860899220312606,0.7560042417740771
Calm,Aggressive,Communicate,0.13237237903497245,2.0876464959934165,0.12757017457137088,34,0.7227686760107956,0.4523140350513355
Stealth,Aggressive,Defend,0.5930145003605977,0.1724020441481658,0.4090851486348762,62,0.9453070402516367,0.04317029086294144
Chaotic,Random,Hide,0.5991205850403252,0.597159112460574,0.3543771829861353,97,0.9170767794698133,0.30960074508550006
Chaotic,Defensive,Hide,0.35346074054678245,1.415379099776219,0.3028298889787422,77,0.5834262151440911,0.3201101410059012
